case,season,age,matches,wins,losses,titles,majorTitles,centuries,highestBreak,overall,cash,cashDelta,recordedCategoryTotal,unclassifiedCashChange,prizeMoney,sponsorIncome,coachingStaffCosts,facilityCosts,equipmentMaintenance,tournamentEntryFees,travelHotelCosts,treatmentRecoveryCosts,other
age17-130363,2061/62,53,7,1,6,0,0,0,60,76,1974373.11,18216.99,17766.99,450.0,0,24014,-1872,0,0,-375,-1632,0,-2368.01
age17-130363,2062/63,54,10,2,8,0,0,0,65,74,1985296.2,10923.09,10973.09,-50.0,0,18292,-1872,0,0,-1335,-2001.48,-180,-1930.43
age17-130363,2063/64,55,6,0,6,0,0,0,44,72,1998689.52,13393.32,13193.32,200.0,0,19149,-1872,0,-84,-375,-1436.16,-180,-2008.52
age17-130363,2064/65,56,7,1,6,0,0,0,49,69,2013368.76,14679.24,14729.24,-50.0,0,20700,-1872,0,-38,-375,-1568.28,0,-2117.48
age17-130363,2065/66,57,6,0,6,0,0,0,23,67,2029590.85,16222.09,16272.09,-50.0,0,22435,-1716,0,0,-375,-1632,-180,-2259.91
age17-130363,2066/67,58,6,0,6,0,0,0,62,65,2039552.38,9961.53,9761.53,200.0,0,13355,-156,0,0,-375,-1499.88,0,-1562.59
age17-130363,2067/68,59,8,0,8,0,0,0,46,63,2041120.52,1568.14,1618.14,-50.0,0,8119,-1872,0,0,-1335,-2138.28,0,-1155.58
age17-130363,2068/69,60,8,0,8,0,0,0,43,61,2042854.9,1734.38,1784.38,-50.0,0,8294,-1872,0,0,-1335,-2133.6,0,-1169.02
age17-130363,2069/70,61,6,0,6,0,0,0,34,57,2047365.92,4511.02,4561.02,-50.0,0,9502,-1872,0,0,-375,-1436.16,0,-1257.82
age17-130363,2070/71,62,6,1,5,0,0,0,29,55,2061444.35,14078.43,14028.43,50.0,0,19769,-1872,0,0,-375,-1436.16,0,-2057.41
age17-130363,2071/72,63,6,0,6,0,0,0,26,52,2077267.57,15823.22,15873.22,-50.0,0,21948,-1872,0,0,-375,-1436.16,-180,-2211.62
age17-130363,2072/73,64,6,0,6,0,0,0,31,50,2091973.14,14705.57,14755.57,-50.0,0,20758,-1872,0,0,-375,-1632,0,-2123.43
age17-130363,2073/74,65,8,0,8,0,0,0,20,48,2103391.38,11418.24,11468.24,-50.0,0,18722,-1872,0,-84,-1335,-2006.16,0,-1956.6
age19-104729,2026/27,20,44,32,12,3,0,1,102,71,23223.87,15223.87,15023.87,200.0,2910,25303,-6726,0,-8302,-1795,-4057.68,-180,7871.55
age19-104729,2027/28,21,48,35,13,2,0,1,117,75,43809.13,20585.26,20135.26,450.0,1170,24044,-1755,0,-564,-1830,-4413.64,0,3483.9
age19-104729,2028/29,22,25,16,9,0,0,2,134,80,59525.6,15716.47,15416.47,300.0,150,26395,-1872,0,-122,-1785,-4311,-720,-2318.53
age19-104729,2029/30,23,14,8,5,1,0,2,144,81,122896.76,63371.16,61971.16,1400.0,43100,24120,-1872,0,0,-200,-2908.4,-180,-88.44
age19-104729,2030/31,24,8,3,5,0,0,3,135,83,171088.08,48191.32,48191.32,0.0,2150,54271,-1872,0,0,-200,-1821.6,0,-4336.08
age19-104729,2031/32,25,42,37,5,3,0,18,134,85,308401.16,137313.08,137113.08,200.0,87870,47094,-1872,0,-122,-1685,-3635.64,0,9463.72
age19-104729,2032/33,26,28,16,10,0,0,18,145,86,375920.4,67519.24,67119.24,400.0,36600,43792,-1872,0,-84,0,-5480.64,0,-5836.12
age19-104729,2033/34,27,31,19,12,0,0,22,145,87,481134.86,105214.46,103214.46,2000.0,58950,60300,-1872,0,-122,0,-6214.04,0,-7827.5
age19-104729,2034/35,28,35,27,8,1,0,15,143,88,607991.38,126856.52,126656.52,200.0,78720,61900,-1872,0,0,-1685,-4041,-540,-5825.48
age19-104729,2035/36,29,35,25,9,1,1,19,142,89,963393.87,355402.49,354002.49,1400.0,311100,54750,-1872,0,-122,0,-7273,0,-2580.51
age19-104729,2036/37,30,25,11,12,0,0,17,141,90,1174602.06,211208.19,210208.19,1000.0,110500,120909,-156,0,-84,0,-8741,-180,-12039.81
age19-104729,2037/38,31,29,15,12,0,0,19,139,90,1451216.9,276614.84,275214.84,1400.0,122250,180388,-1872,0,-122,0,-8741,-360,-16328.16
age19-104729,2038/39,32,23,12,11,1,0,14,142,91,1755675.74,304458.84,303058.84,1400.0,127250,180388,-1872,0,-84,0,-6893,0,4269.84
age19-104729,2039/40,33,24,11,11,0,0,13,139,91,1906097.5,150421.76,149421.76,1000.0,45350,125690,-1872,0,-38,0,-7128.6,-180,-12399.64
age19-104729,2040/41,34,21,10,10,0,0,8,139,92,2012689.07,106591.57,104591.57,2000.0,49850,71436,-1872,0,-84,0,-6065.84,0,-8672.59
age19-104729,2041/42,35,17,14,3,0,0,9,126,92,2062609.7,49920.63,49720.63,200.0,400,59791,-1755,0,0,-1335,-1568.28,0,-5812.09
age19-104729,2042/43,36,19,8,8,0,0,13,143,92,2130005.48,67395.78,65395.78,2000.0,24100,56036,-1833,0,-122,0,-6228,0,-6557.22
age19-104729,2043/44,37,23,12,10,0,0,13,142,92,2216669.14,86663.66,84663.66,2000.0,35450,65242,-1872,0,-84,0,-6513,-180,-7379.34
age19-104729,2044/45,38,11,6,5,0,0,5,139,92,2269075.34,52406.2,52106.2,300.0,0,62560,-1872,0,0,-1235,-1632,0,-5714.8
age19-104729,2045/46,39,15,11,4,0,0,9,134,92,2295173.7,26098.36,25648.36,450.0,350,34096,-1872,0,-38,-1335,-1750.68,-180,-3621.96
age19-104729,2046/47,40,29,17,11,0,0,22,144,92,2368621.62,73447.92,71447.92,2000.0,46250,39188,-1872,0,-84,0,-5480.64,0,-6553.44
age19-104729,2047/48,41,23,9,11,0,0,10,137,92,2447833.46,79211.84,78411.84,800.0,30750,64554,-1872,0,-122,0,-6418,0,-8480.16
age19-104729,2048/49,42,10,5,5,0,0,3,133,91,2501283.06,53449.6,53499.6,-50.0,350,62705,-1872,0,0,-375,-1632,-180,-5496.4
age19-104729,2049/50,43,11,7,4,0,0,4,141,91,2527945.94,26662.88,26362.88,300.0,150,33534,-1872,0,0,-375,-1632,0,-3442.12
age19-104729,2050/51,44,11,7,4,0,0,3,138,90,2545279.07,17333.13,17383.13,-50.0,150,22767,-1014,0,0,-375,-1632,0,-2512.87
age19-104729,2051/52,45,18,14,4,1,0,8,134,89,2573110.13,27831.06,27381.06,450.0,12450,18922,-1014,0,-84,-375,-1632,0,-885.94
age19-104729,2052/53,46,24,13,11,0,0,16,135,88,2666709.14,93599.01,92199.01,1400.0,71600,34614,-1872,0,-38,0,-6228,-180,-5696.99
age19-104729,2053/54,47,18,5,11,0,0,8,132,87,2741026.12,74316.98,73316.98,1000.0,26500,61632,-1872,0,-84,0,-6391.96,-180,-6287.06
age19-104729,2054/55,48,12,8,4,0,0,6,136,85,2771036.92,30010.8,29960.8,50.0,750,36454,-1872,0,0,-375,-1568.28,0,-3427.92
age19-104729,2055/56,49,10,6,4,0,0,3,132,84,2786277.82,15240.9,15040.9,200.0,0,21406,-1833,0,0,-375,-1499.88,-360,-2297.22
age19-104729,2056/57,50,15,12,3,0,0,5,135,83,2803388.8,17110.98,17160.98,-50.0,350,24472,-1755,0,-122,-1235,-1283.28,-180,-3085.74
age19-104729,2057/58,51,20,9,9,0,0,2,118,82,2838549.22,35160.42,34760.42,400.0,2250,43304,-1872,0,0,0,-3911.6,-180,-4829.98
age19-104729,2058/59,52,11,2,9,0,0,1,118,80,2890909.71,52360.49,52360.49,0.0,2062.5,60860,-1872,0,0,0,-3159.2,0,-5530.81
age19-104729,2059/60,53,7,1,6,0,0,0,74,78,2918701.5,27791.79,27591.79,200.0,0,34476,-1872,0,0,-375,-1436.16,0,-3201.05
age19-104729,2060/61,54,7,2,5,0,0,0,65,76,2937285.65,18584.15,18384.15,200.0,0,24635,-1872,0,-84,-375,-1436.16,0,-2483.69
age19-104729,2061/62,55,6,0,6,0,0,0,89,74,2947272.43,9986.78,9786.78,200.0,0,15366,-1872,0,0,-375,-1436.16,-180,-1716.06
age19-104729,2062/63,56,10,3,7,0,0,0,81,72,2960368.86,13096.43,13146.43,-50.0,0,20475,-1872,0,0,-1335,-1937.76,0,-2183.81
age19-104729,2063/64,57,6,0,6,0,0,0,47,70,2978068.4,17699.54,17749.54,-50.0,0,23804,-1872,0,0,-375,-1436.16,0,-2371.3
age19-104729,2064/65,58,6,0,6,0,0,0,49,67,2988910.66,10842.26,10792.26,50.0,0,16472,-1872,0,0,-375,-1632,0,-1800.74
age19-104729,2065/66,59,6,0,6,0,0,0,46,65,3000198.84,11288.18,11238.18,50.0,0,15784,-585,0,-38,-375,-1632,-180,-1735.82
age19-104729,2066/67,60,6,1,5,0,0,0,47,64,3013396.98,13198.14,13148.14,50.0,0,18554,-1443,0,0,-375,-1632,0,-1955.86
age19-104729,2067/68,61,8,0,8,0,0,0,32,61,3025516.8,12119.82,12169.82,-50.0,0,19612,-1872,0,0,-1335,-2202,0,-2033.18
age19-104729,2068/69,62,8,0,8,0,0,0,56,59,3028509.76,2992.96,3042.96,-50.0,0,9722,-1872,0,0,-1335,-2202,0,-1270.04
age19-104729,2069/70,63,6,0,6,0,0,0,29,57,3032141.02,3631.26,3681.26,-50.0,0,8867,-1872,0,-84,-375,-1632,0,-1222.74
age19-104729,2070/71,64,6,0,6,0,0,0,23,55,3037459.34,5318.32,5268.32,50.0,0,10402,-1794,0,0,-375,-1632,0,-1332.68
age19-104729,2071/72,65,6,0,6,0,0,0,19,52,3048141.18,10681.84,10731.84,-50.0,0,16307,-1794,0,0,-375,-1632,0,-1774.16
age19-130363,2026/27,20,41,26,15,1,0,2,124,72,23301.18,15301.18,15351.18,-50.0,3250,26645,-5230,0,-8302,-1795,-4576.8,0,5359.98
age19-130363,2027/28,21,51,41,10,2,0,2,125,75,44282.43,20981.25,20531.25,450.0,3390,22700,-1755,0,-518,-1830,-4224.88,-540,3309.13
age19-130363,2028/29,22,17,4,12,0,0,1,101,80,92805.51,48523.08,48123.08,400.0,12000,44390,-1872,0,-84,0,-5549.04,0,-761.88
age19-130363,2029/30,23,15,5,10,0,0,4,137,81,151550.87,58745.36,58745.36,0.0,8000,64441,-1872,0,0,0,-5088,0,-6735.64
age19-130363,2030/31,24,36,27,9,1,0,6,134,83,229873.4,78322.53,78122.53,200.0,37350,53935,-1872,0,-122,-1685,-3886.44,-360,-5237.03
age19-130363,2031/32,25,47,39,8,2,0,26,136,85,268521.52,38648.12,38198.12,450.0,17940,29276,-1872,0,-84,-1785,-4040.64,0,-1236.24
age19-130363,2032/33,26,16,11,5,1,0,6,141,86,322652.02,54130.5,53730.5,400.0,12300,46532,-1872,0,0,-200,-3305,0,275.5
age19-130363,2033/34,27,8,4,4,0,0,2,130,87,384416.66,61764.64,60764.64,1000.0,8550,64224,-1872,0,0,-200,-3115,0,-6822.36
age19-130363,2034/35,28,46,43,3,5,0,18,143,88,555052.42,170635.76,170185.76,450.0,101570,55534,-1872,0,-122,-725,-2838,-360,18998.76
age19-130363,2035/36,29,12,4,6,0,0,4,139,89,605856.54,50804.12,49804.12,1000.0,5150,55249,-1872,0,0,-200,-3292.08,0,-5230.8
age19-130363,2036/37,30,20,10,10,0,0,9,139,90,678507.54,72651,71251,1400,23200,63388,-1872,0,-84,0,-6323,-180,-6878
age19-130363,2037/38,31,30,22,8,0,0,14,133,90,722479.18,43971.64,43821.64,150.0,2440,59221,-156,0,-38,-1685,-3305.28,-180,-12475.08
age19-130363,2038/39,32,16,7,7,0,0,13,141,91,763591.99,41112.81,39112.81,2000.0,7000,44300,-1872,0,-84,0,-4979.04,-180,-5072.15
age19-130363,2039/40,33,23,13,10,1,1,22,138,91,1118111.15,354519.16,352519.16,2000.0,286850,75851,-1872,0,-122,0,-6483.84,-180,-1524.0
age19-130363,2040/41,34,27,14,12,0,0,18,140,92,1448354.81,330243.66,328243.66,2000.0,196850,157556,-1872,0,0,0,-8836,-180,-15274.34
age19-130363,2041/42,35,20,7,12,0,0,11,136,92,1655213.56,206858.75,205458.75,1400.0,67650,164213,-1755,0,-122,0,-8836,-360,-15331.25
age19-130363,2042/43,36,37,24,12,0,0,30,140,92,2103878.0,448664.44,447664.44,1000.0,331000,142462,-1833,0,-84,0,-8219,-180,-15481.56
age19-130363,2043/44,37,27,15,12,0,0,17,139,92,2346479.32,242601.32,241601.32,1000.0,128100,136812,-1872,0,-122,0,-8026.48,0,-13290.2
age19-130363,2044/45,38,29,14,11,0,0,19,140,92,2582471.36,235992.04,234992.04,1000.0,100350,159988,-1872,0,-84,0,-7859.28,0,-15530.68
age19-130363,2045/46,39,19,6,11,0,0,15,141,92,2713976.84,131505.48,130505.48,1000.0,33200,117176,-1872,0,-38,0,-6667.76,0,-11292.76
age19-130363,2046/47,40,26,14,11,0,0,18,135,92,2853897.42,139920.58,139120.58,800.0,52600,105364,-1872,0,-84,0,-5731.44,-180,-10975.98
age19-130363,2047/48,41,10,6,4,0,0,4,140,92,2910373.01,56475.59,56275.59,200.0,350,65541,-1872,0,0,-375,-1632,0,-5736.41
age19-130363,2048/49,42,13,9,4,0,0,6,138,91,2932802.41,22429.4,22379.4,50.0,0,29276,-1872,0,-38,-375,-1436.16,-180,-2995.44
age19-130363,2049/50,43,18,15,3,1,0,12,142,90,2961141.02,28338.61,28038.61,300.0,6125,26256,-1872,0,-84,-375,-1568.28,-180,-263.11
age19-130363,2050/51,44,13,9,4,0,0,6,147,89,2979204.55,18063.53,17613.53,450.0,125,23968,-1872,0,0,-375,-1632,0,-2600.47
age19-130363,2051/52,45,18,15,3,0,0,6,120,88,2995512.71,16308.16,16108.16,200.0,750,22173,-1014,0,0,-1235,-1597.8,0,-2968.04
age19-130363,2052/53,46,28,15,12,0,0,21,139,87,3084701.06,89188.35,88788.35,400.0,66100,35354,-1014,0,-206,0,-5682.04,0,-5763.61
age19-130363,2053/54,47,26,13,13,0,0,11,133,86,3182164.42,97463.36,96063.36,1400.0,45000,65904,-1872,0,0,0,-5815.04,0,-7153.6
age19-130363,2054/55,48,21,8,12,0,0,8,134,85,3274356.34,92191.92,90191.92,2000.0,38500,68372,-1872,0,-122,0,-7083,0,-7603.08
age19-130363,2055/56,49,12,8,4,0,0,5,137,83,3334694.18,60337.84,60187.84,150.0,1440,68776,-1833,0,0,-375,-1632,0,-6188.16
age19-130363,2056/57,50,11,6,5,0,0,1,109,82,3356651.98,21957.8,21757.8,200.0,350,29082,-1755,0,0,-1235,-1436.16,-180,-3068.04
age19-130363,2057/58,51,11,6,5,0,0,1,101,80,3375027.46,18375.48,18175.48,200.0,350,24252,-1872,0,0,-375,-1632,0,-2547.52
age19-130363,2058/59,52,7,2,5,0,0,0,78,78,3388312.56,13285.1,13235.1,50.0,0,19216,-1872,0,-84,-375,-1632,0,-2017.9
age19-130363,2059/60,53,8,3,5,0,0,0,88,76,3400860.64,12548.08,12598.08,-50.0,0,18422,-1872,0,0,-375,-1632,0,-1944.92
age19-130363,2060/61,54,6,0,6,0,0,0,79,74,3418170.58,17309.94,17359.94,-50.0,0,23639,-1872,0,-38,-375,-1632,0,-2362.06
age19-130363,2061/62,55,7,2,5,0,0,0,42,71,3427472.36,9301.78,9101.78,200.0,0,14655,-1872,0,0,-375,-1632,0,-1674.22
age19-130363,2062/63,56,6,0,6,0,0,0,62,69,3441001.97,13529.61,13479.61,50.0,0,20151,-1872,0,0,-1235,-1499.88,0,-2064.51
age19-130363,2063/64,57,7,1,6,0,0,0,59,67,3459937.92,18935.95,18735.95,200.0,0,24865,-1872,0,0,-375,-1436.16,0,-2445.89
age19-130363,2064/65,58,6,0,6,0,0,0,42,65,3474730.08,14792.16,14842.16,-50.0,0,20840,-1872,0,0,-375,-1632,0,-2118.84
age19-130363,2065/66,59,6,0,6,0,0,0,54,63,3484969.0,10238.92,10288.92,-50.0,0,15896,-1872,0,0,-375,-1436.16,-180,-1743.92
age19-130363,2066/67,60,6,0,6,0,0,0,21,61,3495511.28,10542.28,10492.28,50.0,0,14588,-585,0,0,-375,-1499.88,0,-1635.84
age19-130363,2067/68,61,8,0,8,0,0,0,40,57,3502316.9,6805.62,6855.62,-50.0,0,13428,-1443,0,-84,-1335,-2138.28,0,-1572.1
age19-130363,2068/69,62,8,0,8,0,0,0,37,55,3503733.64,1416.74,1466.74,-50.0,0,8222,-1872,0,0,-1335,-2202,-180,-1166.26
age19-130363,2069/70,63,4,0,4,0,0,0,42,52,3513715.24,9981.6,9681.6,300.0,0,14337,-1872,0,0,-175,-1436.16,0,-1172.24
age19-130363,2070/71,64,6,0,6,0,0,0,22,50,3534298.69,20583.45,20383.45,200.0,0,26571,-1794,0,0,-375,-1436.16,0,-2582.39
age19-130363,2071/72,65,6,0,6,0,0,0,21,48,3548961.01,14662.32,14712.32,-50.0,0,20402,-1794,0,0,-375,-1436.16,0,-2084.52
age20-104729,2026/27,21,41,28,13,2,0,2,117,71,22018.67,14018.67,13718.67,300.0,2090,25303,-7518,0,-8302,-1795,-4057.68,0,7998.35
age20-104729,2027/28,22,26,14,12,0,0,0,97,76,40475.4,18456.73,18006.73,450.0,350,22203,-1794,0,-480,-1785,-3995.64,0,3508.37
age20-104729,2028/29,23,36,25,11,1,0,9,130,80,70516.86,30041.46,29991.46,50.0,15450,23267,-1872,0,-122,-1785,-4561.8,-180,-204.74
age20-104729,2029/30,24,32,23,9,1,0,4,133,82,89107.02,18590.16,18390.16,200.0,4750,22636,-1872,0,-84,-1785,-3556.08,-360,-1338.76
age20-104729,2030/31,25,9,2,6,0,0,0,89,83,128741.4,39634.38,38634.38,1000.0,5400,43001,-1872,0,0,-200,-2908.4,-180,-4606.22
age20-104729,2031/32,26,24,15,9,0,0,13,134,85,212247.78,83506.38,81506.38,2000.0,36600,60204,-1872,0,-38,0,-6323,0,-7064.62
age20-104729,2032/33,27,34,26,8,1,0,19,141,86,267158.42,54910.64,54710.64,200.0,6470,61636,-1872,0,-84,-1685,-4041,0,-5713.36
age20-104729,2033/34,28,23,13,10,0,0,5,137,87,331494.22,64335.8,62935.8,1400.0,25350,51592,-1872,0,-122,0,-6228,0,-5784.2
age20-104729,2034/35,29,21,9,9,0,0,14,141,88,398378.46,66884.24,65484.24,1400.0,20900,59078,-1872,0,0,0,-6228,0,-6393.76
age20-104729,2035/36,30,40,33,7,3,0,13,136,89,540258.3,141879.84,141679.84,200.0,84750,55305,-1872,0,-84,-1685,-3556.08,0,8821.92
age20-104729,2036/37,31,40,31,9,1,0,21,141,90,600671.97,60413.67,60113.67,300.0,37140,36388,-1872,0,-122,-1685,-3755.64,0,-5979.69
age20-104729,2037/38,32,25,11,10,0,0,12,141,90,647603.72,46931.75,45531.75,1400.0,22250,35288,-156,0,0,0,-6228,0,-5622.25
age20-104729,2038/39,33,30,19,10,0,0,22,144,91,975019.87,327416.15,326016.15,1400.0,273500,71275,-1872,0,-122,0,-7368,-180,-9216.85
age20-104729,2039/40,34,38,24,12,3,2,31,141,91,1872363.71,897343.84,896343.84,1000.0,715100,158021,-1872,0,-206,0,-10081,-180,35561.84
age20-104729,2040/41,35,36,18,16,0,0,25,141,92,2303103.91,430740.2,429340.2,1400.0,278600,183300,-1872,0,-122,0,-9701,0,-20864.8
age20-104729,2041/42,36,25,12,12,0,0,14,136,92,2614346.36,311242.45,310242.45,1000.0,162850,174955,-1755,0,-84,0,-8646,0,-17077.55
age20-104729,2042/43,37,22,11,10,0,0,9,138,92,2733606.76,119260.4,118260.4,1000.0,43100,93488,-1833,0,-38,0,-6893,0,-9563.6
age20-104729,2043/44,38,19,16,3,0,0,17,138,92,2769188.24,35581.48,35531.48,50.0,1250,43932,-1872,0,-84,-1235,-1632,0,-4827.52
age20-104729,2044/45,39,52,34,15,1,0,32,144,92,3663882.04,894693.8,892693.8,2000.0,750050,171724,-1872,0,-122,0,-8546.44,-180,-18359.76
age20-104729,2045/46,40,35,17,15,0,0,26,141,92,4090431.0,426548.96,426148.96,400.0,214250,247988,-1872,0,-122,0,-8536.88,-180,-25378.16
age20-104729,2046/47,41,25,13,11,1,0,11,128,92,4568442.96,478011.96,477011.96,1000.0,194050,289088,-1872,0,-84,0,-8358.12,0,4188.08
age20-104729,2047/48,42,32,19,11,1,0,24,141,91,5111938.02,543495.06,542495.06,1000.0,287850,257982,-1872,0,-122,0,-7631.28,0,6288.34
age20-104729,2048/49,43,35,18,15,0,0,23,138,90,5523832.66,411894.64,410894.64,1000.0,191900,252663,-1872,0,-84,0,-8026.48,0,-23685.88
age20-104729,2049/50,44,25,12,11,0,0,14,138,89,5755883.74,232051.08,231051.08,1000.0,81300,175500,-1872,0,-122,0,-7441.28,0,-16313.64
age20-104729,2050/51,45,27,15,11,0,0,10,131,88,5927422.46,171538.72,170138.72,1400.0,48600,143594,-1872,0,-84,0,-6316.64,-180,-13602.64
age20-104729,2051/52,46,18,15,3,0,0,10,139,88,6019440.77,92018.31,91718.31,300.0,750,104331,-1014,0,-38,-1235,-1632,0,-9443.69
age20-104729,2052/53,47,21,8,11,0,0,5,134,86,6071651.99,52211.22,51211.22,1000.0,23750,39912,-1014,0,0,0,-6228,-180,-5028.78
age20-104729,2053/54,48,19,6,13,0,0,11,138,85,6137407.2,65755.21,64955.21,800.0,23750,55394,-1872,0,-84,0,-6193.8,0,-6038.99
age20-104729,2054/55,49,9,4,5,0,0,2,104,84,6175473.48,38066.28,38116.28,-50.0,0,46105,-1872,0,0,-375,-1568.28,0,-4173.44
age20-104729,2055/56,50,11,7,4,0,0,1,114,82,6188804.88,13331.4,13281.4,50.0,0,19276,-1833,0,-38,-375,-1499.88,0,-2248.72
age20-104729,2056/57,51,10,5,5,0,0,2,110,81,6205906.59,17101.71,16951.71,150.0,0,24526,-1755,0,-84,-1235,-1568.28,-180,-2752.01
age20-104729,2057/58,52,8,1,7,0,0,0,87,79,6216906.78,11000.19,10950.19,50.0,0,18212,-1872,0,0,-1335,-1937.76,-180,-1937.05
age20-104729,2058/59,53,7,2,5,0,0,0,75,77,6222905.8,5999.02,5949.02,50.0,0,11075,-1872,0,0,-375,-1436.16,0,-1442.82
age20-104729,2059/60,54,8,3,5,0,0,0,82,76,6235570.64,12664.84,12614.84,50.0,0,18512,-1872,0,0,-375,-1436.16,-180,-2034.0
age20-104729,2060/61,55,6,0,6,0,0,0,61,74,6246653.62,11082.98,11132.98,-50.0,0,16757,-1872,0,0,-375,-1568.28,0,-1808.74
age20-104729,2061/62,56,7,1,6,0,0,0,57,72,6262361.47,15707.85,15757.85,-50.0,0,21833,-1872,0,0,-375,-1436.16,-180,-2211.99
age20-104729,2062/63,57,6,0,6,0,0,0,93,69,6278064.98,15703.51,15753.51,-50.0,0,22794,-1872,0,0,-1235,-1632,0,-2301.49
age20-104729,2063/64,58,7,1,6,0,0,0,60,67,6293082.0,15017.02,15067.02,-50.0,0,20893,-1872,0,0,-375,-1436.16,0,-2142.82
age20-104729,2064/65,59,6,0,6,0,0,0,44,65,6307168.78,14086.78,13936.78,150.0,0,19802,-1872,0,0,-375,-1568.28,0,-2049.94
age20-104729,2065/66,60,6,0,6,0,0,0,43,64,6314746.25,7577.47,7627.47,-50.0,0,13137,-1872,0,-84,-375,-1632,0,-1546.53
age20-104729,2066/67,61,6,0,6,0,0,0,45,61,6325709.63,10963.38,10913.38,50.0,0,15058,-585,0,0,-375,-1499.88,0,-1684.74
age20-104729,2067/68,62,4,0,4,0,0,0,46,59,6346990.14,21280.51,21330.51,-50.0,0,25991,-1443,0,0,-75,-1140,0,-2002.49
age20-104729,2068/69,63,8,0,8,0,0,0,39,57,6359209.07,12218.93,12268.93,-50.0,0,19965,-1872,0,-38,-1335,-2202,-180,-2069.07
age20-104729,2069/70,64,7,1,6,0,0,0,29,54,6363535.32,4326.25,4376.25,-50.0,0,9381,-1872,0,0,-375,-1499.88,0,-1257.87
age20-104729,2070/71,65,6,0,6,0,0,0,32,52,6372446.32,8911.0,8961.0,-50.0,0,14324,-1794,0,0,-375,-1568.28,0,-1625.72
age20-130363,2026/27,21,41,26,15,1,0,1,126,72,25800.18,17800.18,17600.18,200.0,2350,26645,-4150,0,-8782,-1795,-4576.8,0,7908.98
age20-130363,2027/28,22,29,17,12,0,0,2,112,76,57488.49,31688.31,31488.31,200.0,14600,22872,-1794,0,0,-1785,-3806.88,-180,1582.19
age20-130363,2028/29,23,29,18,11,0,0,5,138,80,76286.66,18798.17,18748.17,50.0,5940,24194,-1872,0,-122,-1785,-4044.48,-180,-3382.35
age20-130363,2029/30,24,45,38,7,2,0,15,144,82,103930.23,27643.57,27443.57,200.0,12750,23328,-1872,0,-84,-1785,-3556.08,-360,-977.35
age20-130363,2030/31,25,7,0,7,0,0,0,74,83,140377.42,36447.19,35447.19,1000.0,2000,43549,-1872,0,0,-200,-2908.4,-180,-4941.41
age20-130363,2031/32,26,16,5,11,0,0,5,124,85,210579.84,70202.42,69402.42,800.0,19250,62998,-1872,0,-38,0,-4644.64,-360,-5930.94
age20-130363,2032/33,27,40,35,5,3,0,21,134,86,278063.94,67484.1,67184.1,300.0,21500,46332,-1872,0,-84,-725,-3225,0,5258.1
age20-130363,2033/34,28,19,6,10,0,0,4,137,87,320669.74,42605.8,40605.8,2000.0,20250,33124,-1872,0,-122,0,-6379,-180,-4215.2
age20-130363,2034/35,29,20,10,9,0,0,13,144,88,388244.94,67575.2,65575.2,2000.0,18900,61734,-1872,0,0,0,-6228,0,-6958.8
age20-130363,2035/36,30,38,32,6,2,0,15,142,89,511743.94,123499.0,123299.0,200.0,84440,42649,-1872,0,-84,-1685,-3590.64,0,3441.64
age20-130363,2036/37,31,24,13,9,0,0,13,135,90,590724.25,78980.31,77980.31,1000.0,39750,52548,-1872,0,-122,0,-5731.44,-180,-6412.25
age20-130363,2037/38,32,26,14,12,0,0,11,132,90,680163.75,89439.5,88439.5,1000.0,39850,63280,-1872,0,0,0,-5647.84,-360,-6810.66
age20-130363,2038/39,33,18,16,2,2,0,13,141,91,767329.22,87165.47,87115.47,50.0,21450,59080,-156,0,-122,-275,-1632,0,8770.47
age20-130363,2039/40,34,31,20,9,0,0,19,135,92,854883.76,87554.54,87154.54,400.0,60300,41528,-1872,0,-84,0,-6228,-180,-6309.46
age20-130363,2040/41,35,42,31,10,1,1,39,140,92,1253696.65,398812.89,398012.89,800.0,351350,58236,-1872,0,-122,0,-7119.96,-180,-2279.15
age20-130363,2041/42,36,27,14,11,0,0,20,144,92,1404978.62,151281.97,150481.97,800.0,132500,33429,-1755,0,-122,0,-8193.68,-180,-5196.35
age20-130363,2042/43,37,28,14,12,0,0,17,141,92,1689011.7,284033.08,283633.08,400.0,133850,175812,-1833,0,-84,0,-7650.72,-540,-15921.2
age20-130363,2043/44,38,25,14,9,0,0,15,138,92,1935522.46,246510.76,245110.76,1400.0,94650,175812,-1872,0,-122,0,-6651.04,-540,-16166.2
age20-130363,2044/45,39,34,21,11,0,0,24,140,92,2204869.42,269346.96,267946.96,1400.0,118250,175812,-1872,0,-84,0,-6651.04,-360,-17148.0
age20-130363,2045/46,40,24,12,10,0,0,13,138,92,2333233.46,128364.04,126964.04,1400.0,77000,66612,-1872,0,-38,0,-6651.04,0,-8086.92
age20-130363,2046/47,41,26,13,11,0,0,14,132,92,2444920.54,111687.08,110287.08,1400.0,54400,73294,-1872,0,-84,0,-6100.04,-180,-9170.88
age20-130363,2047/48,42,26,14,12,0,0,13,136,91,2574301.09,129380.55,127380.55,2000.0,71500,74189,-1872,0,-122,0,-6798,-180,-9336.45
age20-130363,2048/49,43,30,17,12,0,0,17,132,90,2711997.55,137696.46,135696.46,2000.0,83900,69013,-1872,0,0,0,-7083,0,-8261.54
age20-130363,2049/50,44,33,19,10,0,0,11,133,89,2846601.66,134604.11,133604.11,1000.0,85000,67338,-1872,0,-122,0,-7463,0,-9276.89
