case,season,age,matches,wins,losses,titles,majorTitles,centuries,highestBreak,overall,cash,cashDelta,recordedCategoryTotal,unclassifiedCashChange,prizeMoney,sponsorIncome,coachingStaffCosts,facilityCosts,equipmentMaintenance,tournamentEntryFees,travelHotelCosts,treatmentRecoveryCosts,teamAndStoryEvents,other
age26-104729,2062/63,63,8,0,8,0,0,0,23,55,1635946.85,11674.25,11674.25,0.0,0,19010,-1872,0,0,-1335,-2099.4,0,-50,-1979.35
age26-104729,2063/64,64,6,0,6,0,0,0,32,52,1641628.0,5681.15,5681.15,0.0,0,10973,-1872,0,0,-375,-1436.16,-180,-50,-1378.69
age26-104729,2064/65,65,6,0,6,0,0,0,15,50,1651927.96,10299.96,10299.96,0.0,0,15882,-1872,0,0,-375,-1632,0,50,-1753.04
age26-130363,2026/27,27,19,7,12,0,0,4,131,77,50269.43,42269.43,42269.43,0.0,18000,29604,-7014,0,-8782,0,-6152,0,1400.0,15213.43
age26-130363,2027/28,28,22,11,10,0,0,4,118,80,123651.8,73382.37,73382.37,0.0,28950,53851,-1794,0,-84,0,-5503.44,0,0,-2037.19
age26-130363,2028/29,29,49,42,7,2,0,12,142,82,252546.72,128894.92,128894.92,0.0,86820,49579,-1872,0,-38,-1685,-3654.0,-360,200,-95.08
age26-130363,2029/30,30,33,21,10,0,0,17,137,84,342039.64,89492.92,89492.92,0.0,57850,46701,-1872,0,-122,0,-6444.6,0,1000,-7619.48
age26-130363,2030/31,31,19,7,10,0,0,6,140,85,417448.38,75408.74,75408.74,0.0,22600,67133,-1872,0,-84,0,-5765.64,-180,1400,-7822.62
age26-130363,2031/32,32,15,13,2,0,0,7,136,86,464689.56,47241.18,47241.18,0.0,540,56126,-1872,0,0,-1235,-1185.36,0,300,-5432.46
age26-130363,2032/33,33,27,15,10,0,0,9,137,87,512896.52,48206.96,48206.96,0.0,31900,27976,-1872,0,-122,0,-5480.64,-540,400,-4054.4
age26-130363,2033/34,34,20,8,11,0,0,7,135,88,576448.82,63552.3,63552.3,0.0,17500,57500,-1872,0,0,0,-5480.64,0,2000,-6095.06
age26-130363,2034/35,35,15,11,4,0,0,9,138,89,625585.02,49136.2,49136.2,0.0,2000,56636,-1872,0,-84,-1235,-1185.36,-180,450,-5393.44
age26-130363,2035/36,36,24,13,10,0,0,19,137,89,673691.33,48106.31,48106.31,0.0,32900,27457,-1872,0,-38,0,-7545,-180,2000,-4615.69
age26-130363,2036/37,37,35,26,7,1,1,33,139,89,1270205.76,596514.43,596514.43,0.0,546750,58706,-1872,0,-168,0,-6767.6,0,800,-933.97
age26-130363,2037/38,38,38,23,12,2,0,28,142,89,2078645.49,808439.73,808439.73,0.0,505300,262072,-1872,0,-122,0,-8811.68,-540,2000,50413.41
age26-130363,2038/39,39,38,22,15,1,0,21,136,89,2865276.61,786631.12,786631.12,0.0,403550,385476,-1872,0,-122,0,-9701,-180,1400,8080.12
age26-130363,2039/40,40,25,13,11,0,0,12,140,89,3325161.73,459885.12,459885.12,0.0,117000,385476,-1872,0,-122,0,-9121,0,1400,-32875.88
age26-130363,2040/41,41,19,5,13,0,0,11,136,89,3492060.86,166899.13,166899.13,0.0,52700,134852,-156,0,0,0,-8551,0,1000,-12945.87
age26-130363,2041/42,42,25,10,12,0,0,12,138,88,3596259.51,104198.65,104198.65,0.0,49750,70412,-1755,0,-84,0,-6400.24,-180,1000,-8544.11
age26-130363,2042/43,43,10,6,4,0,0,3,118,87,3667302.91,71043.4,71043.4,0.0,33000,55812,-1833,0,-38,-175,-1219.68,-180,50,-14372.92
age26-130363,2043/44,44,16,12,4,0,0,6,140,86,3691868.64,24565.73,24565.73,0.0,6292.5,35888,-1872,0,-84,-175,-1436.16,0,450,-14497.61
age26-130363,2044/45,45,16,13,3,1,0,6,133,85,3701489.14,9620.5,9620.5,0.0,1605,11100,-1872,0,0,-75,-1386,0,450,-201.5
age26-130363,2045/46,46,7,3,4,0,0,4,118,84,3715669.5,14180.36,14180.36,0.0,4562.5,13650,-1872,0,0,-75,-1140,0,200,-1145.14
age26-130363,2046/47,47,6,2,4,0,0,0,73,83,3732560.02,16890.52,16890.52,0.0,62.5,21294,-1872,0,0,-175,-1045,-180,450,-1643.98
age26-130363,2047/48,48,12,8,4,0,0,1,103,82,3774115.5,41555.48,41555.48,0.0,33412.5,23494,-1872,0,-84,-175,-1386,0,200,-12034.02
age26-130363,2048/49,49,9,5,4,0,0,5,131,80,3785915.41,11799.91,11799.91,0.0,4562.5,23957,-1872,0,0,-175,-1436.16,0,50,-13286.43
age26-130363,2049/50,50,5,1,4,0,0,1,120,78,3803789.6,17874.19,17874.19,0.0,0,24325,-1872,0,0,-75,-1386,0,200,-3317.81
age26-130363,2050/51,51,8,4,4,0,0,0,79,76,3828084.03,24294.43,24294.43,0.0,4562.5,24475,-1872,0,-38,-75,-1003.2,0,200,-1954.87
age26-130363,2051/52,52,4,0,4,0,0,0,94,75,3849068.28,20984.25,20984.25,0.0,0,26151,-1872,0,0,-75,-1140,0,-50,-2029.75
age26-130363,2052/53,53,4,0,4,0,0,0,56,73,3859677.22,10608.94,10608.94,0.0,0,25832,-1872,0,0,-175,-1386,0,50,-11840.06
age26-130363,2053/54,54,5,1,4,0,0,0,52,71,3866127.88,6450.66,6450.66,0.0,0,23038,-1872,0,0,-175,-1436.16,0,-50,-13054.18
age26-130363,2054/55,55,4,0,4,0,0,0,49,69,3871523.84,5395.96,5395.96,0.0,0,21844,-1443,0,0,-175,-1632,-180,-50,-12968.04
age26-130363,2055/56,56,4,0,4,0,0,0,68,67,3891063.46,19539.62,19539.62,0.0,0,24662,-546,0,0,-75,-1219.68,0,50,-3331.7
age26-130363,2056/57,57,4,0,4,0,0,0,70,65,3910414.72,19351.26,19351.26,0.0,0,24088,-1755,0,0,-75,-1003.2,0,-50,-1853.54
age26-130363,2057/58,58,4,0,4,0,0,0,61,63,3930199.6,19784.88,19784.88,0.0,0,24850,-1872,0,0,-175,-1045,0,-50,-1923.12
age26-130363,2058/59,59,6,2,4,0,0,0,39,60,3935695.3,5495.7,5495.7,0.0,0,20475,-1872,0,-84,-175,-1219.68,-180,-50,-11398.62
age26-130363,2059/60,60,4,0,4,0,0,0,74,58,3942907.74,7212.44,7212.44,0.0,0,23975,-1872,0,0,-175,-1436.16,-180,50,-13149.4
age26-130363,2060/61,61,4,0,4,0,0,0,43,56,3960878.86,17971.12,17971.12,0.0,0,24706,-1872,0,0,-75,-1386,0,50,-3451.88
age26-130363,2061/62,62,4,0,4,0,0,0,26,53,3984175.26,23296.4,23296.4,0.0,0,28819,-1872,0,0,-75,-1140,-180,-50,-2205.6
age26-130363,2062/63,63,4,0,4,0,0,0,18,50,4005840.4,21665.14,21665.14,0.0,0,26868,-1872,0,0,-75,-1140,0,-50,-2065.86
age26-130363,2063/64,64,4,0,4,0,0,0,26,48,4024738.76,18898.36,18898.36,0.0,0,23763,-1872,0,0,-175,-1045,0,50,-1822.64
age26-130363,2064/65,65,4,0,4,0,0,0,21,45,4045720.32,20981.56,20981.56,0.0,0,26538,-1872,0,0,-175,-1436.16,0,50,-2123.28
age27-104729,2026/27,28,17,4,13,0,0,1,102,77,37131.48,29131.48,29131.48,0.0,5000,28746,-7014,0,-8782,0,-6152,0,800,16533.48
age27-104729,2027/28,29,21,9,11,0,0,3,131,80,96250.97,59119.49,59119.49,0.0,14650,49898,-3158,0,0,0,-6193.8,0,1400,2523.29
age27-104729,2028/29,30,53,48,5,3,0,17,135,82,233504.21,137253.24,137253.24,0.0,92540,43988,-1872,0,-122,-1685,-3369.0,-540,200,8113.24
age27-104729,2029/30,31,18,7,10,0,0,5,141,84,269711.77,36207.56,36207.56,0.0,19350,28460,-1872,0,-84,0,-6228,-180,2000,-5238.44
age27-104729,2030/31,32,21,9,11,0,0,9,135,85,337220.24,67508.47,67508.47,0.0,21850,60018,-1872,0,0,0,-6228,-180,1400,-7479.53
age27-104729,2031/32,33,25,20,5,1,0,17,139,86,393283.98,56063.74,56063.74,0.0,13140,48096,-1872,0,-122,-1235,-1750.68,0,300,-492.58
age27-104729,2032/33,34,17,13,4,0,0,7,131,87,412060.28,18776.3,18776.3,0.0,350,25976,-1872,0,0,-1235,-1436.16,0,200,-3206.54
age27-104729,2033/34,35,35,22,11,1,0,22,142,88,600826.34,188766.06,188766.06,0.0,152600,47276,-1872,0,-122,0,-6331.84,0,1000,-3784.1
age27-104729,2034/35,36,24,12,10,0,0,13,133,89,710662.0,109835.66,109835.66,0.0,63600,61304,-1872,0,-84,0,-7558,0,2000,-7554.34
age27-104729,2035/36,37,28,15,9,0,0,14,133,89,837634.08,126972.08,126972.08,0.0,73200,71085,-1872,0,-122,0,-5815.04,-180,400,-9723.88
age27-104729,2036/37,38,21,8,10,0,0,12,142,89,921434.96,83800.88,83800.88,0.0,28750,69559,-1443,0,0,0,-5982.24,0,800,-7882.88
age27-104729,2037/38,39,19,14,5,0,0,6,132,89,965240.52,43805.56,43805.56,0.0,2190,50059,-585,0,-84,-1235,-1632,0,300,-5207.44
age27-104729,2038/39,40,18,16,2,2,0,8,128,89,1012079.97,46839.45,46839.45,0.0,21540,26209,-1872,0,-38,-275,-1632,0,450,2457.45
age27-104729,2039/40,41,22,12,10,0,0,12,140,88,1069935.29,57855.32,57855.32,0.0,32150,36651,-1872,0,-84,0,-6228,0,2000,-4761.68
age27-104729,2040/41,42,31,19,10,0,0,21,141,87,1167959.14,98023.85,98023.85,0.0,49450,64170,-1872,0,-84,0,-5815.04,-180,1000,-8645.11
age27-104729,2041/42,43,18,14,4,1,0,7,137,86,1228903.64,60944.5,60944.5,0.0,2790,61659,-1755,0,-38,-375,-1436.16,0,50,49.66
age27-104729,2042/43,44,11,6,5,0,0,2,102,86,1257594.08,28690.44,28690.44,0.0,540,35064,-1833,0,0,-375,-1632,0,450,-3523.56
age27-104729,2043/44,45,9,5,4,0,0,5,130,85,1275262.56,17668.48,17668.48,0.0,0,23836,-1872,0,0,-375,-1632,0,200,-2488.52
age27-104729,2044/45,46,14,10,4,0,0,6,139,84,1293458.12,18195.56,18195.56,0.0,2000,22568,-1872,0,-84,-375,-1499.88,-360,300,-2481.56
age27-104729,2045/46,47,12,8,4,0,0,4,139,83,1309126.3,15668.18,15668.18,0.0,0,23066,-1872,0,0,-1235,-1470.36,-180,-50,-2590.46
age27-104729,2046/47,48,11,5,6,0,0,0,94,82,1324777.12,15650.82,15650.82,0.0,0,23552,-1872,0,0,-1335,-2202,0,50,-2542.18
age27-104729,2047/48,49,11,6,5,0,0,1,130,80,1342064.64,17287.52,17287.52,0.0,62.5,23205,-1872,0,-38,-375,-1632,0,300,-2362.98
age27-104729,2048/49,50,9,5,4,0,0,0,93,79,1360476.89,18412.25,18412.25,0.0,400,24274,-1872,0,-84,-375,-1632,0,300,-2598.75
age27-104729,2049/50,51,8,2,6,0,0,0,85,78,1375278.14,14801.25,14801.25,0.0,0,20912,-1872,0,0,-375,-1632,0,-50,-2181.75
age27-104729,2050/51,52,8,3,5,0,0,0,96,75,1386838.48,11560.34,11560.34,0.0,0,16929,-1872,0,0,-375,-1436.16,0,200,-1885.5
age27-104729,2051/52,53,7,2,5,0,0,0,59,74,1402061.04,15222.56,15222.56,0.0,0,20848,-585,0,0,-1235,-1568.28,0,-50,-2187.16
age27-104729,2052/53,54,7,1,6,0,0,0,81,72,1419335.5,17274.46,17274.46,0.0,0,23040,-1443,0,0,-375,-1597.8,0,-50,-2299.74
age27-104729,2053/54,55,6,0,6,0,0,0,43,70,1432173.56,12838.06,12838.06,0.0,0,18434,-1872,0,0,-375,-1436.16,0,50,-1962.78
age27-104729,2054/55,56,6,0,6,0,0,0,51,68,1447702.32,15528.76,15528.76,0.0,0,21212,-1872,0,0,-375,-1568.28,0,300,-2167.96
age27-104729,2055/56,57,7,1,6,0,0,0,69,67,1461610.18,13907.86,13907.86,0.0,0,19860,-1833,0,0,-375,-1632,0,-50,-2062.14
age27-104729,2056/57,58,6,0,6,0,0,0,54,65,1478932.36,17322.18,17322.18,0.0,0,24136,-1755,0,0,-1235,-1470.36,0,50,-2403.46
age27-104729,2057/58,59,8,0,8,0,0,0,20,63,1487430.76,8498.4,8498.4,0.0,0,15604,-1872,0,-84,-1335,-2035.68,0,-50,-1728.92
age27-104729,2058/59,60,6,1,5,0,0,0,33,61,1491555.03,4124.27,4124.27,0.0,0,9143,-1872,0,0,-375,-1499.88,0,-50,-1221.85
age27-104729,2059/60,61,6,0,6,0,0,0,37,59,1500559.07,9004.04,9004.04,0.0,0,14300,-1872,0,-38,-375,-1436.16,0,50,-1624.8
age27-104729,2060/61,62,6,0,6,0,0,0,26,56,1510620.82,10061.75,10061.75,0.0,0,15654,-1872,0,0,-375,-1568.28,0,-50,-1726.97
age27-104729,2061/62,63,6,0,6,0,0,0,40,54,1522454.96,11834.14,11834.14,0.0,0,17324,-1872,0,0,-375,-1436.16,0,50,-1856.7
age27-104729,2062/63,64,8,0,8,0,0,0,30,52,1534129.21,11674.25,11674.25,0.0,0,19010,-1872,0,0,-1335,-2099.4,0,-50,-1979.35
age27-104729,2063/64,65,6,0,6,0,0,0,25,50,1539810.36,5681.15,5681.15,0.0,0,10973,-1872,0,0,-375,-1436.16,-180,-50,-1378.69
age27-130363,2026/27,28,19,7,12,0,0,4,131,77,50269.43,42269.43,42269.43,0.0,18000,29604,-7014,0,-8782,0,-6152,0,1400.0,15213.43
age27-130363,2027/28,29,22,11,10,0,0,4,118,80,123651.8,73382.37,73382.37,0.0,28950,53851,-1794,0,-84,0,-5503.44,0,0,-2037.19
age27-130363,2028/29,30,49,42,7,2,0,12,142,82,252546.72,128894.92,128894.92,0.0,86820,49579,-1872,0,-38,-1685,-3654.0,-360,200,-95.08
age27-130363,2029/30,31,33,21,10,0,0,17,137,84,342039.64,89492.92,89492.92,0.0,57850,46701,-1872,0,-122,0,-6444.6,0,1000,-7619.48
age27-130363,2030/31,32,19,7,10,0,0,6,140,85,417448.38,75408.74,75408.74,0.0,22600,67133,-1872,0,-84,0,-5765.64,-180,1400,-7822.62
age27-130363,2031/32,33,15,13,2,0,0,7,136,86,464689.56,47241.18,47241.18,0.0,540,56126,-1872,0,0,-1235,-1185.36,0,300,-5432.46
age27-130363,2032/33,34,27,15,10,0,0,9,137,87,512896.52,48206.96,48206.96,0.0,31900,27976,-1872,0,-122,0,-5480.64,-540,400,-4054.4
age27-130363,2033/34,35,20,8,11,0,0,7,135,88,576448.82,63552.3,63552.3,0.0,17500,57500,-1872,0,0,0,-5480.64,0,2000,-6095.06
age27-130363,2034/35,36,14,10,4,0,0,9,138,89,624835.02,48386.2,48386.2,0.0,1250,56636,-1872,0,-84,-1235,-1185.36,-180,450,-5393.44
age27-130363,2035/36,37,26,14,10,0,0,16,142,89,877163.33,252328.31,252328.31,0.0,238850,27457,-1872,0,-38,0,-6798,-540,1000,-5730.69
age27-130363,2036/37,38,27,11,14,0,0,10,136,89,965827.19,88663.86,88663.86,0.0,42800,61257,-1872,0,-84,0,-7375.6,-180,1000,-6881.54
age27-130363,2037/38,39,22,11,9,0,0,13,142,89,1086512.54,120685.35,120685.35,0.0,103600,28086,-1872,0,-84,0,-6639.48,-180,2000,-4225.17
age27-130363,2038/39,40,18,14,4,1,0,5,132,89,1121911.42,35398.88,35398.88,0.0,10550,28600,-1872,0,-38,-375,-1632,0,450,-284.12
age27-130363,2039/40,41,28,16,12,0,0,12,140,88,1191792.44,69881.02,69881.02,0.0,34625,48750,-1872,0,-84,0,-6228,-180,800,-5929.98
age27-130363,2040/41,42,25,13,11,0,0,12,139,87,1274952.4,83159.96,83159.96,0.0,29400,67288,-156,0,-38,0,-6193.8,-180,1400,-8360.24
age27-130363,2041/42,43,17,14,3,1,0,10,144,86,1327837.13,52884.73,52884.73,0.0,2440,54157,-1755,0,-84,-375,-1436.16,0,300,-362.11
age27-130363,2042/43,44,21,18,3,1,0,11,137,85,1348962.14,21125.01,21125.01,0.0,5360,20662,-1833,0,0,-375,-1499.88,0,50,-1239.11
age27-130363,2043/44,45,13,8,5,0,0,5,135,85,1366618.94,17656.8,17656.8,0.0,1250,22481,-1872,0,-84,-375,-1436.16,0,200,-2507.04
age27-130363,2044/45,46,13,9,4,0,0,7,139,83,1385828.29,19209.35,19209.35,0.0,2000,23388,-1872,0,0,-375,-1568.28,0,200,-2563.37
age27-130363,2045/46,47,7,3,4,0,0,0,88,82,1401789.56,15961.27,15961.27,0.0,0,22801,-1872,0,-38,-1235,-1632,0,300,-2362.73
age27-130363,2046/47,48,11,4,7,0,0,1,114,81,1418318.98,16529.42,16529.42,0.0,0,23926,-1872,0,0,-1335,-1937.76,-180,450,-2521.82
age27-130363,2047/48,49,8,3,5,0,0,0,99,79,1432575.56,14256.58,14256.58,0.0,0,19669,-1872,0,0,-375,-1499.88,0,450,-2115.54
age27-130363,2048/49,50,10,4,6,0,0,1,106,78,1450888.3,18312.74,18312.74,0.0,0,24662,-1872,0,0,-375,-1436.16,0,-50,-2616.1
age27-130363,2049/50,51,7,2,5,0,0,1,107,76,1468373.18,17484.88,17484.88,0.0,0,23738,-1872,0,-84,-375,-1632,0,50,-2340.12
age27-130363,2050/51,52,6,1,5,0,0,0,99,74,1486507.52,18134.34,18134.34,0.0,0,24376,-1872,0,0,-375,-1632,0,50,-2412.66
age27-130363,2051/52,53,10,3,7,0,0,1,106,72,1499890.22,13382.7,13382.7,0.0,0,20862,-1872,0,0,-1335,-1937.76,0,-50,-2284.54
age27-130363,2052/53,54,6,0,6,0,0,0,75,71,1503655.6,3765.38,3765.38,0.0,0,8943,-1872,0,0,-375,-1499.88,-180,-50,-1200.74
age27-130363,2053/54,55,6,0,6,0,0,0,57,69,1517991.52,14335.92,14335.92,0.0,0,20133,-1872,0,0,-375,-1436.16,0,-50,-2063.92
age27-130363,2054/55,56,7,1,6,0,0,0,41,66,1534152.95,16161.43,16161.43,0.0,0,21886,-1443,0,0,-375,-1632,0,-50,-2224.57
age27-130363,2055/56,57,6,0,6,0,0,0,32,65,1550634.52,16481.57,16481.57,0.0,0,21238,-546,0,0,-375,-1632,0,-50,-2153.43
age27-130363,2056/57,58,10,2,8,0,0,0,52,63,1563622.96,12988.44,12988.44,0.0,0,20464,-1755,0,-38,-1335,-2202,0,50,-2195.56
age27-130363,2057/58,59,8,0,8,0,0,0,24,60,1576768.57,13145.61,13145.61,0.0,0,20725,-1872,0,-84,-1335,-2202,0,50,-2136.39
age27-130363,2058/59,60,6,0,6,0,0,0,35,58,1595693.34,18924.77,18924.77,0.0,0,25217,-1872,0,0,-375,-1632,0,50,-2463.23
age27-130363,2059/60,61,6,0,6,0,0,0,33,55,1611235.38,15542.04,15542.04,0.0,0,21656,-1872,0,0,-375,-1632,0,-50,-2184.96
age27-130363,2060/61,62,6,0,6,0,0,0,49,52,1622992.66,11757.28,11757.28,0.0,0,17340,-1872,0,0,-375,-1436.16,0,-50,-1849.56
age27-130363,2061/62,63,6,0,6,0,0,0,27,50,1633763.9,10771.24,10771.24,0.0,0,16450,-1872,0,0,-375,-1568.28,0,-50,-1813.48
age27-130363,2062/63,64,9,1,8,0,0,0,39,48,1640349.66,6585.76,6585.76,0.0,0,13412,-1872,0,0,-1335,-2001.48,0,-50,-1567.76
age27-130363,2063/64,65,6,0,6,0,0,0,20,45,1657621.93,17272.27,17272.27,0.0,0,23395,-1872,0,0,-375,-1499.88,0,-50,-2325.85
age28-104729,2026/27,29,17,4,13,0,0,1,102,77,37131.48,29131.48,29131.48,0.0,5000,28746,-7014,0,-8782,0,-6152,0,800,16533.48
age28-104729,2027/28,30,21,9,11,0,0,3,131,80,96250.97,59119.49,59119.49,0.0,14650,49898,-3158,0,0,0,-6193.8,0,1400,2523.29
age28-104729,2028/29,31,53,48,5,3,0,17,135,82,233504.21,137253.24,137253.24,0.0,92540,43988,-1872,0,-122,-1685,-3369.0,-540,200,8113.24
age28-104729,2029/30,32,18,7,10,0,0,5,141,84,269711.77,36207.56,36207.56,0.0,19350,28460,-1872,0,-84,0,-6228,-180,2000,-5238.44
age28-104729,2030/31,33,21,9,11,0,0,9,135,85,337220.24,67508.47,67508.47,0.0,21850,60018,-1872,0,0,0,-6228,-180,1400,-7479.53
age28-104729,2031/32,34,23,20,3,1,0,12,138,86,393618.38,56398.14,56398.14,0.0,13140,48096,-1872,0,-122,-1235,-1499.88,0,300,-408.98
age28-104729,2032/33,35,25,14,8,0,0,16,143,87,458746.28,65127.9,65127.9,0.0,32700,44294,-1872,0,-84,0,-5480.64,-180,1400,-5649.46
age28-104729,2033/34,36,31,20,10,0,0,40,141,88,736845.36,278099.08,278099.08,0.0,230900,63162,-1872,0,-122,0,-6024.04,0,1000,-8944.88
age28-104729,2034/35,37,21,9,10,0,0,10,141,89,898902.2,162056.84,162056.84,0.0,75650,106564,-1872,0,-122,0,-8836,0,1000,-10327.16
age28-104729,2035/36,38,34,21,13,0,0,19,144,89,1240115.96,341213.76,341213.76,0.0,201000,168057,-1872,0,-84,0,-8790.96,-180,400,-17316.28
age28-104729,2036/37,39,28,14,11,0,0,15,136,89,1419327.12,179211.16,179211.16,0.0,56350,145288,-1443,0,-38,0,-6400.24,0,0,-14545.6
age28-104729,2037/38,40,19,8,10,0,0,8,136,89,1565891.24,146564.12,146564.12,0.0,47000,118099,-585,0,-84,0,-7345.72,-180,1000,-11340.16
age28-104729,2038/39,41,24,21,3,1,0,7,136,88,1641973.04,76081.8,76081.8,0.0,8585,70200,-1872,0,0,-375,-1632,0,50,1125.8
age28-104729,2039/40,42,16,11,5,0,0,10,138,87,1660749.88,18776.84,18776.84,0.0,890,25350,-1872,0,-84,-1235,-1436.16,0,300,-3136.0
age28-104729,2040/41,43,19,13,6,0,0,12,135,86,1680112.76,19362.88,19362.88,0.0,3300,24388,-1872,0,-38,-1335,-2202,0,450,-3328.12
age28-104729,2041/42,44,10,6,4,0,0,5,123,86,1698164.8,18052.04,18052.04,0.0,750,23850,-1755,0,0,-375,-1436.16,-540,50,-2491.8
age28-104729,2042/43,45,8,4,4,0,0,4,125,85,1715249.95,17085.15,17085.15,0.0,0,23281,-1833,0,0,-375,-1632,-180,200,-2375.85
age28-104729,2043/44,46,12,8,4,0,0,4,138,84,1728004.34,12754.39,12754.39,0.0,1250,17312,-1872,0,-84,-375,-1436.16,-180,200,-2060.45
age28-104729,2044/45,47,15,11,4,1,0,3,126,83,1749370.53,21366.19,21366.19,0.0,2500,22900,-1872,0,0,-375,-1632,0,-50,-104.81
age28-104729,2045/46,48,11,7,4,0,0,1,102,82,1764551.16,15180.63,15180.63,0.0,0,22125,-1872,0,0,-1235,-1436.16,-360,450,-2491.21
age28-104729,2046/47,49,11,4,7,0,0,0,83,80,1780257.18,15706.02,15706.02,0.0,0,23919,-1872,0,-38,-1335,-2138.28,-360,-50,-2419.7
age28-104729,2047/48,50,8,4,4,0,0,1,101,79,1799144.64,18887.46,18887.46,0.0,0,25007,-1872,0,-84,-375,-1436.16,0,200,-2552.38
age28-104729,2048/49,51,6,0,6,0,0,0,59,78,1814682.78,15538.14,15538.14,0.0,0,21562,-1872,0,0,-375,-1632,0,50,-2194.86
age28-104729,2049/50,52,6,1,5,0,0,0,90,75,1827513.28,12830.5,12830.5,0.0,0,18500,-1872,0,0,-375,-1436.16,0,-50,-1936.34
age28-104729,2050/51,53,8,3,5,0,0,0,81,74,1837859.44,10346.16,10346.16,0.0,0,15932,-1872,0,0,-375,-1632,0,50,-1756.84
age28-104729,2051/52,54,7,2,5,0,0,0,63,72,1851757.04,13897.6,13897.6,0.0,0,19394,-585,0,0,-1235,-1632,0,50,-2094.4
age28-104729,2052/53,55,8,2,6,0,0,0,86,71,1869600.66,17843.62,17843.62,0.0,0,23757,-1443,0,0,-375,-1632,0,-50,-2413.38
age28-104729,2053/54,56,6,0,6,0,0,0,43,68,1883076.01,13475.35,13475.35,0.0,0,19407,-1872,0,0,-375,-1436.16,-180,-50,-2018.49
age28-104729,2054/55,57,7,1,6,0,0,0,42,67,1894885.55,11809.54,11809.54,0.0,0,17576,-1872,0,0,-375,-1568.28,0,-50,-1901.18
age28-104729,2055/56,58,6,0,6,0,0,0,37,65,1911377.55,16492.0,16492.0,0.0,0,22525,-1833,0,0,-375,-1499.88,0,-50,-2275.12
age28-104729,2056/57,59,8,0,8,0,0,0,42,63,1921881.58,10504.03,10504.03,0.0,0,18075,-1755,0,0,-1335,-2138.28,-360,-50,-1932.69
age28-104729,2057/58,60,8,0,8,0,0,0,49,61,1923326.04,1444.46,1444.46,0.0,0,7956,-1872,0,-122,-1335,-2001.48,0,-50,-1131.06
age28-104729,2058/59,61,6,0,6,0,0,0,36,59,1926971.98,3645.94,3645.94,0.0,0,8774,-1872,0,0,-375,-1632,0,-50,-1199.06
age28-104729,2059/60,62,6,0,6,0,0,0,26,56,1940364.02,13392.04,13392.04,0.0,0,18840,-1872,0,0,-375,-1436.16,0,200,-1964.8
age28-104729,2060/61,63,6,0,6,0,0,0,25,54,1955098.66,14734.64,14734.64,0.0,0,20792,-1872,0,0,-375,-1632,0,-50,-2128.36
age28-104729,2061/62,64,6,0,6,0,0,0,23,52,1971067.26,15968.6,15968.6,0.0,0,21920,-1872,0,0,-375,-1436.16,0,-50,-2218.24
age28-104729,2062/63,65,8,0,8,0,0,0,29,50,1984913.88,13846.62,13846.62,0.0,0,21376,-1872,0,0,-1335,-2202,0,50,-2170.38
age28-130363,2026/27,29,19,7,12,0,0,4,131,77,50269.43,42269.43,42269.43,0.0,18000,29604,-7014,0,-8782,0,-6152,0,1400.0,15213.43
age28-130363,2027/28,30,22,11,10,0,0,4,118,80,123651.8,73382.37,73382.37,0.0,28950,53851,-1794,0,-84,0,-5503.44,0,0,-2037.19
age28-130363,2028/29,31,47,40,7,1,0,16,142,82,244694.12,121042.32,121042.32,0.0,85010,49579,-1872,0,-38,-1685,-3369.0,-360,50,-6272.68
age28-130363,2029/30,32,26,14,12,0,0,12,136,84,314405.51,69711.39,69711.39,0.0,37000,46905,-1872,0,-84,0,-6288.8,0,400,-6348.81
age28-130363,2030/31,33,22,10,11,0,0,10,137,85,397038.46,82632.95,82632.95,0.0,30250,67217,-1872,0,-122,0,-5872.04,-180,1000,-7788.01
age28-130363,2031/32,34,17,15,2,0,0,11,142,86,445453.24,48414.78,48414.78,0.0,2000,55668,-1872,0,0,-1235,-1185.36,0,450,-5410.86
age28-130363,2032/33,35,23,12,11,0,0,15,138,87,496544.4,51091.16,51091.16,0.0,32750,27976,-1872,0,0,0,-5480.64,-360,2000,-3922.2
age28-130363,2033/34,36,29,17,11,0,0,19,145,88,615344.28,118799.88,118799.88,0.0,75850,57072,-1872,0,-122,0,-5815.04,-360,400,-6353.08
age28-130363,2034/35,37,22,20,2,2,0,13,139,89,690625.14,75280.86,75280.86,0.0,17900,56118,-1872,0,-84,-375,-1436.16,0,200,4830.02
age28-130363,2035/36,38,27,16,9,0,0,13,136,89,738865.8,48240.66,48240.66,0.0,34500,27788,-1872,0,-38,0,-6323,-360,0,-5454.34
age28-130363,2036/37,39,27,19,8,0,0,21,137,89,821663.6,82797.8,82797.8,0.0,37400,59451,-1872,0,-84,0,-6383.8,0,1400,-7113.4
age28-130363,2037/38,40,17,14,3,1,0,6,133,89,871296.64,49633.04,49633.04,0.0,9850,44685,-1872,0,-84,-375,-1436.16,-180,300,-1254.8
age28-130363,2038/39,41,19,7,9,0,0,9,135,88,929899.17,58602.53,58602.53,0.0,18100,51489,-1872,0,-38,0,-5632.64,0,2000,-5443.83
age28-130363,2039/40,42,30,18,11,0,0,18,137,87,1035426.39,105527.22,105527.22,0.0,55400,65163,-1872,0,-84,0,-5514.84,-180,0,-7384.94
